playerName,team,rating,region,playerCategory,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agents,agent
Pa1ze,DIA,1.07,EMEA,vct-challengers,243.3,1.13,69%,153.9,0.83,0.18,0.21,0.2,25%,17%,"raze, yoru, neon",raze
Pa1ze,DIA,1.07,EMEA,vct-challengers,243.3,1.13,69%,153.9,0.83,0.18,0.21,0.2,25%,17%,"raze, yoru, neon",yoru
Pa1ze,DIA,1.07,EMEA,vct-challengers,243.3,1.13,69%,153.9,0.83,0.18,0.21,0.2,25%,17%,"raze, yoru, neon",neon
xiTsha,DIA,1.07,EMEA,vct-challengers,202.5,1.1,73%,132.8,0.74,0.31,0.08,0.1,32%,19%,"omen, breach, reyna",omen
xiTsha,DIA,1.07,EMEA,vct-challengers,202.5,1.1,73%,132.8,0.74,0.31,0.08,0.1,32%,19%,"omen, breach, reyna",breach
xiTsha,DIA,1.07,EMEA,vct-challengers,202.5,1.1,73%,132.8,0.74,0.31,0.08,0.1,32%,19%,"omen, breach, reyna",reyna
baddyG,ACE,1.07,EMEA,vct-challengers,196.1,1.01,73%,127.5,0.66,0.44,0.1,0.07,26%,15%,"omen, viper",omen
baddyG,ACE,1.07,EMEA,vct-challengers,196.1,1.01,73%,127.5,0.66,0.44,0.1,0.07,26%,15%,"omen, viper",viper
skylen,SUP,1.07,EMEA,vct-challengers,199.6,1.04,76%,129.9,0.69,0.43,0.07,0.04,34%,24%,"kayo, deadlock, skye",kayo
skylen,SUP,1.07,EMEA,vct-challengers,199.6,1.04,76%,129.9,0.69,0.43,0.07,0.04,34%,24%,"kayo, deadlock, skye",deadlock
skylen,SUP,1.07,EMEA,vct-challengers,199.6,1.04,76%,129.9,0.69,0.43,0.07,0.04,34%,24%,"kayo, deadlock, skye",skye
Creamydreamy,SNS,1.07,EMEA,vct-challengers,193.3,1.01,74%,125.3,0.69,0.51,0.07,0.06,32%,13%,"fade, kayo, skye",fade
Creamydreamy,SNS,1.07,EMEA,vct-challengers,193.3,1.01,74%,125.3,0.69,0.51,0.07,0.06,32%,13%,"fade, kayo, skye",kayo
Creamydreamy,SNS,1.07,EMEA,vct-challengers,193.3,1.01,74%,125.3,0.69,0.51,0.07,0.06,32%,13%,"fade, kayo, skye",skye
Cunha20,SAW,1.07,EMEA,vct-challengers,193.9,1.09,76%,127.7,0.72,0.4,0.07,0.06,40%,12%,"omen, viper, brimstone",omen
Cunha20,SAW,1.07,EMEA,vct-challengers,193.9,1.09,76%,127.7,0.72,0.4,0.07,0.06,40%,12%,"omen, viper, brimstone",viper
Cunha20,SAW,1.07,EMEA,vct-challengers,193.9,1.09,76%,127.7,0.72,0.4,0.07,0.06,40%,12%,"omen, viper, brimstone",brimstone
Byron,HGE,1.07,EMEA,vct-challengers,193.8,1.06,72%,124.2,0.7,0.28,0.06,0.08,27%,7%,"viper, omen",viper
Byron,HGE,1.07,EMEA,vct-challengers,193.8,1.06,72%,124.2,0.7,0.28,0.06,0.08,27%,7%,"viper, omen",omen
ReQz,NXT,1.07,EMEA,vct-challengers,214.2,1.04,69%,141.1,0.76,0.29,0.11,0.13,28%,15%,"sova, gekko, skye",sova
ReQz,NXT,1.07,EMEA,vct-challengers,214.2,1.04,69%,141.1,0.76,0.29,0.11,0.13,28%,15%,"sova, gekko, skye",gekko
ReQz,NXT,1.07,EMEA,vct-challengers,214.2,1.04,69%,141.1,0.76,0.29,0.11,0.13,28%,15%,"sova, gekko, skye",skye
ianto,RUD,1.07,EMEA,vct-challengers,199.7,1.1,76%,131.6,0.7,0.31,0.08,0.09,26%,23%,"viper, killjoy, yoru",viper
ianto,RUD,1.07,EMEA,vct-challengers,199.7,1.1,76%,131.6,0.7,0.31,0.08,0.09,26%,23%,"viper, killjoy, yoru",killjoy
ianto,RUD,1.07,EMEA,vct-challengers,199.7,1.1,76%,131.6,0.7,0.31,0.08,0.09,26%,23%,"viper, killjoy, yoru",yoru
T0BA,(+3),1.07,EMEA,vct-challengers,204.4,1.1,73%,137.1,0.72,0.28,0.09,0.08,24%,15%,"fade, skye, sova",fade
T0BA,(+3),1.07,EMEA,vct-challengers,204.4,1.1,73%,137.1,0.72,0.28,0.09,0.08,24%,15%,"fade, skye, sova",skye
T0BA,(+3),1.07,EMEA,vct-challengers,204.4,1.1,73%,137.1,0.72,0.28,0.09,0.08,24%,15%,"fade, skye, sova",sova
Lele,RTZN,1.07,EMEA,vct-challengers,228.0,1.05,71%,149.6,0.82,0.18,0.12,0.12,27%,,"neon, jett, raze",neon
Lele,RTZN,1.07,EMEA,vct-challengers,228.0,1.05,71%,149.6,0.82,0.18,0.12,0.12,27%,,"neon, jett, raze",jett
Lele,RTZN,1.07,EMEA,vct-challengers,228.0,1.05,71%,149.6,0.82,0.18,0.12,0.12,27%,,"neon, jett, raze",raze
chiwa,BBL,1.06,EMEA,vct-challengers,202.4,1.09,70%,136.5,0.73,0.2,0.07,0.07,28%,13%,"cypher, viper, killjoy",cypher
chiwa,BBL,1.06,EMEA,vct-challengers,202.4,1.09,70%,136.5,0.73,0.2,0.07,0.07,28%,13%,"cypher, viper, killjoy",viper
chiwa,BBL,1.06,EMEA,vct-challengers,202.4,1.09,70%,136.5,0.73,0.2,0.07,0.07,28%,13%,"cypher, viper, killjoy",killjoy
luckyMrJ,tras,1.06,EMEA,vct-challengers,199.4,1.04,73%,128.4,0.72,0.24,0.1,0.08,29%,15%,"killjoy, cypher, viper",killjoy
luckyMrJ,tras,1.06,EMEA,vct-challengers,199.4,1.04,73%,128.4,0.72,0.24,0.1,0.08,29%,15%,"killjoy, cypher, viper",cypher
luckyMrJ,tras,1.06,EMEA,vct-challengers,199.4,1.04,73%,128.4,0.72,0.24,0.1,0.08,29%,15%,"killjoy, cypher, viper",viper
alexiiik,GN,1.06,EMEA,vct-challengers,234.8,1.17,69%,149.7,0.85,0.15,0.21,0.18,30%,14%,"jett, raze, neon",jett
alexiiik,GN,1.06,EMEA,vct-challengers,234.8,1.17,69%,149.7,0.85,0.15,0.21,0.18,30%,14%,"jett, raze, neon",raze
alexiiik,GN,1.06,EMEA,vct-challengers,234.8,1.17,69%,149.7,0.85,0.15,0.21,0.18,30%,14%,"jett, raze, neon",neon
MAGiK,JL,1.06,EMEA,vct-challengers,216.8,1.09,72%,142.6,0.76,0.33,0.07,0.07,29%,8%,"omen, killjoy, brimstone",omen
MAGiK,JL,1.06,EMEA,vct-challengers,216.8,1.09,72%,142.6,0.76,0.33,0.07,0.07,29%,8%,"omen, killjoy, brimstone",killjoy
MAGiK,JL,1.06,EMEA,vct-challengers,216.8,1.09,72%,142.6,0.76,0.33,0.07,0.07,29%,8%,"omen, killjoy, brimstone",brimstone
keloqz,DVM,1.06,EMEA,vct-challengers,230.1,1.12,68%,148.8,0.82,0.13,0.22,0.2,27%,5%,"jett, raze, neon",jett
keloqz,DVM,1.06,EMEA,vct-challengers,230.1,1.12,68%,148.8,0.82,0.13,0.22,0.2,27%,5%,"jett, raze, neon",raze
keloqz,DVM,1.06,EMEA,vct-challengers,230.1,1.12,68%,148.8,0.82,0.13,0.22,0.2,27%,5%,"jett, raze, neon",neon
Jady,ZER,1.06,EMEA,vct-challengers,212.4,1.08,72%,141.5,0.74,0.3,0.11,0.08,37%,13%,"gekko, breach, kayo",gekko
Jady,ZER,1.06,EMEA,vct-challengers,212.4,1.08,72%,141.5,0.74,0.3,0.11,0.08,37%,13%,"gekko, breach, kayo",breach
Jady,ZER,1.06,EMEA,vct-challengers,212.4,1.08,72%,141.5,0.74,0.3,0.11,0.08,37%,13%,"gekko, breach, kayo",kayo
neptuNo,SZK,1.06,EMEA,vct-challengers,201.4,1.0,67%,135.5,0.68,0.33,0.06,0.12,24%,13%,"viper, sova, omen",viper
neptuNo,SZK,1.06,EMEA,vct-challengers,201.4,1.0,67%,135.5,0.68,0.33,0.06,0.12,24%,13%,"viper, sova, omen",sova
neptuNo,SZK,1.06,EMEA,vct-challengers,201.4,1.0,67%,135.5,0.68,0.33,0.06,0.12,24%,13%,"viper, sova, omen",omen
NeFi,PRZ,1.06,EMEA,vct-challengers,198.9,1.0,73%,134.3,0.7,0.34,0.06,0.09,33%,21%,"viper, skye, breach",viper
NeFi,PRZ,1.06,EMEA,vct-challengers,198.9,1.0,73%,134.3,0.7,0.34,0.06,0.09,33%,21%,"viper, skye, breach",skye
NeFi,PRZ,1.06,EMEA,vct-challengers,198.9,1.0,73%,134.3,0.7,0.34,0.06,0.09,33%,21%,"viper, skye, breach",breach
lauress,FF,1.06,EMEA,vct-challengers,214.5,1.08,71%,141.1,0.77,0.19,0.09,0.08,29%,15%,"cypher, killjoy, clove",cypher
lauress,FF,1.06,EMEA,vct-challengers,214.5,1.08,71%,141.1,0.77,0.19,0.09,0.08,29%,15%,"cypher, killjoy, clove",killjoy
lauress,FF,1.06,EMEA,vct-challengers,214.5,1.08,71%,141.1,0.77,0.19,0.09,0.08,29%,15%,"cypher, killjoy, clove",clove
Kyas,RV,1.06,EMEA,vct-challengers,209.3,1.13,76%,136.0,0.76,0.15,0.1,0.07,34%,11%,"sova, cypher",sova
Kyas,RV,1.06,EMEA,vct-challengers,209.3,1.13,76%,136.0,0.76,0.15,0.1,0.07,34%,11%,"sova, cypher",cypher
lauzen,REG,1.06,EMEA,vct-challengers,202.9,1.07,70%,139.7,0.76,0.16,0.07,0.05,30%,9%,"cypher, sage, killjoy",cypher
lauzen,REG,1.06,EMEA,vct-challengers,202.9,1.07,70%,139.7,0.76,0.16,0.07,0.05,30%,9%,"cypher, sage, killjoy",sage
lauzen,REG,1.06,EMEA,vct-challengers,202.9,1.07,70%,139.7,0.76,0.16,0.07,0.05,30%,9%,"cypher, sage, killjoy",killjoy
YaBoiLewis,FKS,1.06,EMEA,vct-challengers,216.8,1.05,72%,144.1,0.76,0.34,0.12,0.12,41%,21%,"kayo, sage, yoru",kayo
YaBoiLewis,FKS,1.06,EMEA,vct-challengers,216.8,1.05,72%,144.1,0.76,0.34,0.12,0.12,41%,21%,"kayo, sage, yoru",sage
YaBoiLewis,FKS,1.06,EMEA,vct-challengers,216.8,1.05,72%,144.1,0.76,0.34,0.12,0.12,41%,21%,"kayo, sage, yoru",yoru
Davia,GMB,1.06,EMEA,vct-challengers,228.8,1.16,73%,142.3,0.83,0.18,0.17,0.18,33%,22%,"jett, chamber, neon",jett
Davia,GMB,1.06,EMEA,vct-challengers,228.8,1.16,73%,142.3,0.83,0.18,0.17,0.18,33%,22%,"jett, chamber, neon",chamber
Davia,GMB,1.06,EMEA,vct-challengers,228.8,1.16,73%,142.3,0.83,0.18,0.17,0.18,33%,22%,"jett, chamber, neon",neon
NOKOCU,ANM,1.06,EMEA,vct-challengers,193.0,1.04,73%,126.5,0.69,0.38,0.08,0.07,38%,36%,"brimstone, omen, astra",brimstone
NOKOCU,ANM,1.06,EMEA,vct-challengers,193.0,1.04,73%,126.5,0.69,0.38,0.08,0.07,38%,36%,"brimstone, omen, astra",omen
NOKOCU,ANM,1.06,EMEA,vct-challengers,193.0,1.04,73%,126.5,0.69,0.38,0.08,0.07,38%,36%,"brimstone, omen, astra",astra
fsau,87,1.05,EMEA,vct-challengers,228.5,1.02,76%,155.4,0.75,0.26,0.14,0.1,18%,,raze,raze
Shalzyridzio,31,1.05,EMEA,vct-challengers,249.0,0.93,68%,148.2,0.81,0.16,0.1,0.1,38%,,"astra, omen",astra
Shalzyridzio,31,1.05,EMEA,vct-challengers,249.0,0.93,68%,148.2,0.81,0.16,0.1,0.1,38%,,"astra, omen",omen
Archfiend,114,1.05,EMEA,vct-challengers,214.2,1.13,70%,127.9,0.76,0.19,0.07,0.06,30%,9%,"fade, skye, sova",fade
Archfiend,114,1.05,EMEA,vct-challengers,214.2,1.13,70%,127.9,0.76,0.19,0.07,0.06,30%,9%,"fade, skye, sova",skye
Archfiend,114,1.05,EMEA,vct-challengers,214.2,1.13,70%,127.9,0.76,0.19,0.07,0.06,30%,9%,"fade, skye, sova",sova
WanZeru,B8,1.05,EMEA,vct-challengers,240.2,1.05,68%,158.6,0.83,0.16,0.21,0.19,22%,11%,"raze, jett, neon",raze
WanZeru,B8,1.05,EMEA,vct-challengers,240.2,1.05,68%,158.6,0.83,0.16,0.21,0.19,22%,11%,"raze, jett, neon",jett
WanZeru,B8,1.05,EMEA,vct-challengers,240.2,1.05,68%,158.6,0.83,0.16,0.21,0.19,22%,11%,"raze, jett, neon",neon
Unfair,UOL,1.05,EMEA,vct-challengers,216.0,1.09,69%,150.1,0.78,0.15,0.1,0.09,33%,7%,"sova, reyna",sova
Unfair,UOL,1.05,EMEA,vct-challengers,216.0,1.09,69%,150.1,0.78,0.15,0.1,0.09,33%,7%,"sova, reyna",reyna
Magnus,RV,1.05,EMEA,vct-challengers,224.8,1.12,69%,143.3,0.8,0.13,0.19,0.15,22%,5%,"chamber, raze, jett",chamber
Magnus,RV,1.05,EMEA,vct-challengers,224.8,1.12,69%,143.3,0.8,0.13,0.19,0.15,22%,5%,"chamber, raze, jett",raze
Magnus,RV,1.05,EMEA,vct-challengers,224.8,1.12,69%,143.3,0.8,0.13,0.19,0.15,22%,5%,"chamber, raze, jett",jett
shinnok,OP,1.05,EMEA,vct-challengers,199.3,1.02,69%,137.2,0.72,0.2,0.06,0.06,28%,10%,"killjoy, cypher, kayo",killjoy
shinnok,OP,1.05,EMEA,vct-challengers,199.3,1.02,69%,137.2,0.72,0.2,0.06,0.06,28%,10%,"killjoy, cypher, kayo",cypher
shinnok,OP,1.05,EMEA,vct-challengers,199.3,1.02,69%,137.2,0.72,0.2,0.06,0.06,28%,10%,"killjoy, cypher, kayo",kayo
Roslen,Ping,1.05,EMEA,vct-challengers,226.3,1.06,66%,136.8,0.82,0.16,0.15,0.13,24%,,"cypher, killjoy",cypher
Roslen,Ping,1.05,EMEA,vct-challengers,226.3,1.06,66%,136.8,0.82,0.16,0.15,0.13,24%,,"cypher, killjoy",killjoy
NRK,HOF,1.05,EMEA,vct-challengers,205.6,1.0,68%,140.3,0.72,0.24,0.07,0.13,26%,16%,"viper, killjoy, cypher",viper
NRK,HOF,1.05,EMEA,vct-challengers,205.6,1.0,68%,140.3,0.72,0.24,0.07,0.13,26%,16%,"viper, killjoy, cypher",killjoy
NRK,HOF,1.05,EMEA,vct-challengers,205.6,1.0,68%,140.3,0.72,0.24,0.07,0.13,26%,16%,"viper, killjoy, cypher",cypher
BALLI,HGE,1.05,EMEA,vct-challengers,208.2,1.02,70%,141.5,0.74,0.22,0.13,0.07,35%,15%,"reyna, sova, killjoy",reyna
BALLI,HGE,1.05,EMEA,vct-challengers,208.2,1.02,70%,141.5,0.74,0.22,0.13,0.07,35%,15%,"reyna, sova, killjoy",sova
BALLI,HGE,1.05,EMEA,vct-challengers,208.2,1.02,70%,141.5,0.74,0.22,0.13,0.07,35%,15%,"reyna, sova, killjoy",killjoy
lux9,ZER,1.05,EMEA,vct-challengers,234.6,1.12,67%,152.7,0.83,0.17,0.19,0.15,30%,21%,"raze, jett, yoru",raze
lux9,ZER,1.05,EMEA,vct-challengers,234.6,1.12,67%,152.7,0.83,0.17,0.19,0.15,30%,21%,"raze, jett, yoru",jett
lux9,ZER,1.05,EMEA,vct-challengers,234.6,1.12,67%,152.7,0.83,0.17,0.19,0.15,30%,21%,"raze, jett, yoru",yoru
GrTw,SAW,1.05,EMEA,vct-challengers,213.2,1.09,71%,142.1,0.74,0.21,0.11,0.09,26%,14%,"killjoy, cypher, yoru",killjoy
GrTw,SAW,1.05,EMEA,vct-challengers,213.2,1.09,71%,142.1,0.74,0.21,0.11,0.09,26%,14%,"killjoy, cypher, yoru",cypher
GrTw,SAW,1.05,EMEA,vct-challengers,213.2,1.09,71%,142.1,0.74,0.21,0.11,0.09,26%,14%,"killjoy, cypher, yoru",yoru
Zuko,43,1.05,EMEA,vct-challengers,199.5,1.0,70%,134.7,0.77,0.14,0.12,0.05,41%,13%,cypher,cypher
jannyXD,RBT,1.05,EMEA,vct-challengers,219.8,1.07,69%,144.5,0.78,0.19,0.2,0.14,24%,19%,"raze, jett, yoru",raze
jannyXD,RBT,1.05,EMEA,vct-challengers,219.8,1.07,69%,144.5,0.78,0.19,0.2,0.14,24%,19%,"raze, jett, yoru",jett
jannyXD,RBT,1.05,EMEA,vct-challengers,219.8,1.07,69%,144.5,0.78,0.19,0.2,0.14,24%,19%,"raze, jett, yoru",yoru
Kiles,KPI,1.05,EMEA,vct-challengers,184.1,1.07,76%,123.3,0.67,0.31,0.06,0.06,33%,13%,"viper, cypher, gekko",viper
Kiles,KPI,1.05,EMEA,vct-challengers,184.1,1.07,76%,123.3,0.67,0.31,0.06,0.06,33%,13%,"viper, cypher, gekko",cypher
Kiles,KPI,1.05,EMEA,vct-challengers,184.1,1.07,76%,123.3,0.67,0.31,0.06,0.06,33%,13%,"viper, cypher, gekko",gekko
RobbieBk,JL,1.04,EMEA,vct-challengers,188.5,1.03,73%,127.5,0.68,0.26,0.07,0.08,31%,17%,"skye, sova, killjoy",skye
RobbieBk,JL,1.04,EMEA,vct-challengers,188.5,1.03,73%,127.5,0.68,0.26,0.07,0.08,31%,17%,"skye, sova, killjoy",sova
RobbieBk,JL,1.04,EMEA,vct-challengers,188.5,1.03,73%,127.5,0.68,0.26,0.07,0.08,31%,17%,"skye, sova, killjoy",killjoy
szoren,GENK,1.04,EMEA,vct-challengers,200.7,1.07,72%,131.3,0.73,0.33,0.07,0.09,30%,7%,"raze, kayo, sova",raze
szoren,GENK,1.04,EMEA,vct-challengers,200.7,1.07,72%,131.3,0.73,0.33,0.07,0.09,30%,7%,"raze, kayo, sova",kayo
szoren,GENK,1.04,EMEA,vct-challengers,200.7,1.07,72%,131.3,0.73,0.33,0.07,0.09,30%,7%,"raze, kayo, sova",sova
amy,G2.G,1.04,EMEA,vct-challengers,199.3,1.08,69%,123.8,0.69,0.15,0.12,0.05,31%,,"viper, killjoy, cypher",viper
amy,G2.G,1.04,EMEA,vct-challengers,199.3,1.08,69%,123.8,0.69,0.15,0.12,0.05,31%,,"viper, killjoy, cypher",killjoy
amy,G2.G,1.04,EMEA,vct-challengers,199.3,1.08,69%,123.8,0.69,0.15,0.12,0.05,31%,,"viper, killjoy, cypher",cypher
Felix,SK,1.04,EMEA,vct-challengers,189.9,0.98,72%,128.5,0.65,0.34,0.08,0.07,25%,13%,"gekko, viper, omen",gekko
Felix,SK,1.04,EMEA,vct-challengers,189.9,0.98,72%,128.5,0.65,0.34,0.08,0.07,25%,13%,"gekko, viper, omen",viper
Felix,SK,1.04,EMEA,vct-challengers,189.9,0.98,72%,128.5,0.65,0.34,0.08,0.07,25%,13%,"gekko, viper, omen",omen
nasK,FUZO,1.04,EMEA,vct-challengers,220.0,0.97,67%,139.6,0.76,0.31,0.04,0.22,27%,33%,"sova, neon",sova
nasK,FUZO,1.04,EMEA,vct-challengers,220.0,0.97,67%,139.6,0.76,0.31,0.04,0.22,27%,33%,"sova, neon",neon
Geni,RQM,1.04,EMEA,vct-challengers,198.3,1.1,70%,127.2,0.74,0.23,0.05,0.09,31%,22%,"skye, sova, cypher",skye
Geni,RQM,1.04,EMEA,vct-challengers,198.3,1.1,70%,127.2,0.74,0.23,0.05,0.09,31%,22%,"skye, sova, cypher",sova
Geni,RQM,1.04,EMEA,vct-challengers,198.3,1.1,70%,127.2,0.74,0.23,0.05,0.09,31%,22%,"skye, sova, cypher",cypher
d3ffo,HGE,1.04,EMEA,vct-challengers,224.2,1.1,70%,147.2,0.8,0.16,0.19,0.13,25%,17%,"jett, raze, reyna",jett
d3ffo,HGE,1.04,EMEA,vct-challengers,224.2,1.1,70%,147.2,0.8,0.16,0.19,0.13,25%,17%,"jett, raze, reyna",raze
d3ffo,HGE,1.04,EMEA,vct-challengers,224.2,1.1,70%,147.2,0.8,0.16,0.19,0.13,25%,17%,"jett, raze, reyna",reyna
ralle,Nood,1.04,EMEA,vct-challengers,190.7,1.03,81%,139.5,0.69,0.37,0.02,0.05,36%,,"skye, sova, kayo",skye
ralle,Nood,1.04,EMEA,vct-challengers,190.7,1.03,81%,139.5,0.69,0.37,0.02,0.05,36%,,"skye, sova, kayo",sova
ralle,Nood,1.04,EMEA,vct-challengers,190.7,1.03,81%,139.5,0.69,0.37,0.02,0.05,36%,,"skye, sova, kayo",kayo
Bard0lf,GAL,1.04,EMEA,vct-challengers,224.0,1.04,70%,150.0,0.79,0.28,0.09,0.1,43%,10%,"viper, omen",viper
Bard0lf,GAL,1.04,EMEA,vct-challengers,224.0,1.04,70%,150.0,0.79,0.28,0.09,0.1,43%,10%,"viper, omen",omen
Z3RO,FLK,1.04,EMEA,vct-challengers,193.6,0.97,70%,130.9,0.7,0.43,0.08,0.12,28%,18%,"cypher, viper, killjoy",cypher
Z3RO,FLK,1.04,EMEA,vct-challengers,193.6,0.97,70%,130.9,0.7,0.43,0.08,0.12,28%,18%,"cypher, viper, killjoy",viper
Z3RO,FLK,1.04,EMEA,vct-challengers,193.6,0.97,70%,130.9,0.7,0.43,0.08,0.12,28%,18%,"cypher, viper, killjoy",killjoy
luckeRRR,SGE,1.04,EMEA,vct-challengers,212.3,1.0,72%,136.2,0.72,0.34,0.13,0.09,24%,11%,"skye, gekko, kayo",skye
luckeRRR,SGE,1.04,EMEA,vct-challengers,212.3,1.0,72%,136.2,0.72,0.34,0.13,0.09,24%,11%,"skye, gekko, kayo",gekko
luckeRRR,SGE,1.04,EMEA,vct-challengers,212.3,1.0,72%,136.2,0.72,0.34,0.13,0.09,24%,11%,"skye, gekko, kayo",kayo
Nayte,DIV,1.04,EMEA,vct-challengers,224.0,1.09,64%,146.0,0.8,0.1,0.15,0.16,23%,,"raze, jett",raze
Nayte,DIV,1.04,EMEA,vct-challengers,224.0,1.09,64%,146.0,0.8,0.1,0.15,0.16,23%,,"raze, jett",jett
starkk,NOVO,1.04,EMEA,vct-challengers,183.4,1.01,73%,120.9,0.65,0.33,0.07,0.06,26%,15%,"kayo, sage, sova",kayo
starkk,NOVO,1.04,EMEA,vct-challengers,183.4,1.01,73%,120.9,0.65,0.33,0.07,0.06,26%,15%,"kayo, sage, sova",sage
starkk,NOVO,1.04,EMEA,vct-challengers,183.4,1.01,73%,120.9,0.65,0.33,0.07,0.06,26%,15%,"kayo, sage, sova",sova
szuler,38,1.04,EMEA,vct-challengers,219.5,1.03,66%,134.0,0.79,0.16,0.18,0.16,42%,10%,skye,skye
Luca,MZP,1.04,EMEA,vct-challengers,204.9,1.01,67%,141.2,0.74,0.18,0.09,0.06,29%,19%,"chamber, jett, killjoy",chamber
Luca,MZP,1.04,EMEA,vct-challengers,204.9,1.01,67%,141.2,0.74,0.18,0.09,0.06,29%,19%,"chamber, jett, killjoy",jett
Luca,MZP,1.04,EMEA,vct-challengers,204.9,1.01,67%,141.2,0.74,0.18,0.09,0.06,29%,19%,"chamber, jett, killjoy",killjoy
SemberN,FMG,1.04,EMEA,vct-challengers,210.4,1.07,70%,140.2,0.75,0.22,0.09,0.06,27%,8%,"viper, harbor, cypher",viper
SemberN,FMG,1.04,EMEA,vct-challengers,210.4,1.07,70%,140.2,0.75,0.22,0.09,0.06,27%,8%,"viper, harbor, cypher",harbor
SemberN,FMG,1.04,EMEA,vct-challengers,210.4,1.07,70%,140.2,0.75,0.22,0.09,0.06,27%,8%,"viper, harbor, cypher",cypher
zeek,GN,1.03,EMEA,vct-challengers,199.7,1.03,75%,132.5,0.68,0.38,0.08,0.08,23%,15%,"raze, kayo, breach",raze
zeek,GN,1.03,EMEA,vct-challengers,199.7,1.03,75%,132.5,0.68,0.38,0.08,0.08,23%,15%,"raze, kayo, breach",kayo
zeek,GN,1.03,EMEA,vct-challengers,199.7,1.03,75%,132.5,0.68,0.38,0.08,0.08,23%,15%,"raze, kayo, breach",breach
Freyy,Z10,1.03,EMEA,vct-challengers,193.1,1.01,70%,130.3,0.7,0.32,0.07,0.08,27%,10%,"brimstone, omen, viper",brimstone
Freyy,Z10,1.03,EMEA,vct-challengers,193.1,1.01,70%,130.3,0.7,0.32,0.07,0.08,27%,10%,"brimstone, omen, viper",omen
Freyy,Z10,1.03,EMEA,vct-challengers,193.1,1.01,70%,130.3,0.7,0.32,0.07,0.08,27%,10%,"brimstone, omen, viper",viper
Cal,GTZ,1.03,EMEA,vct-challengers,192.2,0.97,73%,125.3,0.68,0.35,0.09,0.1,28%,9%,"fade, raze, harbor",fade
Cal,GTZ,1.03,EMEA,vct-challengers,192.2,0.97,73%,125.3,0.68,0.35,0.09,0.1,28%,9%,"fade, raze, harbor",raze
Cal,GTZ,1.03,EMEA,vct-challengers,192.2,0.97,73%,125.3,0.68,0.35,0.09,0.1,28%,9%,"fade, raze, harbor",harbor
Yotaa,SZ,1.03,EMEA,vct-challengers,211.3,1.11,67%,139.4,0.79,0.13,0.13,0.14,29%,18%,"jett, cypher, killjoy",jett
Yotaa,SZ,1.03,EMEA,vct-challengers,211.3,1.11,67%,139.4,0.79,0.13,0.13,0.14,29%,18%,"jett, cypher, killjoy",cypher
Yotaa,SZ,1.03,EMEA,vct-challengers,211.3,1.11,67%,139.4,0.79,0.13,0.13,0.14,29%,18%,"jett, cypher, killjoy",killjoy
Czester,OPY,1.03,EMEA,vct-challengers,243.7,1.09,65%,150.0,0.84,0.16,0.22,0.2,31%,22%,"raze, jett",raze
Czester,OPY,1.03,EMEA,vct-challengers,243.7,1.09,65%,150.0,0.84,0.16,0.22,0.2,31%,22%,"raze, jett",jett
kpro,Igni,1.03,EMEA,vct-challengers,186.5,0.97,72%,106.9,0.64,0.72,0.12,0.18,20%,,omen,omen
Goaster,MDR,1.03,EMEA,vct-challengers,219.1,1.02,70%,143.8,0.77,0.19,0.16,0.14,25%,10%,"jett, yoru, raze",jett
Goaster,MDR,1.03,EMEA,vct-challengers,219.1,1.02,70%,143.8,0.77,0.19,0.16,0.14,25%,10%,"jett, yoru, raze",yoru
Goaster,MDR,1.03,EMEA,vct-challengers,219.1,1.02,70%,143.8,0.77,0.19,0.16,0.14,25%,10%,"jett, yoru, raze",raze
MCD,IMP,1.03,EMEA,vct-challengers,178.6,1.06,68%,123.4,0.67,0.17,0.06,0.07,36%,21%,"cypher, killjoy, viper",cypher
MCD,IMP,1.03,EMEA,vct-challengers,178.6,1.06,68%,123.4,0.67,0.17,0.06,0.07,36%,21%,"cypher, killjoy, viper",killjoy
MCD,IMP,1.03,EMEA,vct-challengers,178.6,1.06,68%,123.4,0.67,0.17,0.06,0.07,36%,21%,"cypher, killjoy, viper",viper
Scorteck,AllS,1.03,EMEA,vct-challengers,171.7,1.08,68%,110.7,0.66,0.16,0.06,0.03,41%,9%,"gekko, sova",gekko
Scorteck,AllS,1.03,EMEA,vct-challengers,171.7,1.08,68%,110.7,0.66,0.16,0.06,0.03,41%,9%,"gekko, sova",sova
RadenZ,INF,1.03,EMEA,vct-challengers,178.7,0.98,69%,115.7,0.64,0.39,0.03,0.06,32%,,breach,breach
Leon,UOL,1.03,EMEA,vct-challengers,195.6,1.01,72%,128.3,0.69,0.34,0.1,0.06,28%,10%,"omen, sova, brimstone",omen
Leon,UOL,1.03,EMEA,vct-challengers,195.6,1.01,72%,128.3,0.69,0.34,0.1,0.06,28%,10%,"omen, sova, brimstone",sova
Leon,UOL,1.03,EMEA,vct-challengers,195.6,1.01,72%,128.3,0.69,0.34,0.1,0.06,28%,10%,"omen, sova, brimstone",brimstone
Sp1ke,CG,1.03,EMEA,vct-challengers,210.9,1.04,68%,136.3,0.73,0.2,0.18,0.16,24%,31%,"brimstone, jett, viper",brimstone
Sp1ke,CG,1.03,EMEA,vct-challengers,210.9,1.04,68%,136.3,0.73,0.2,0.18,0.16,24%,31%,"brimstone, jett, viper",jett
